crop_type,area_hectares,days_since_sowing,ndvi_trend,avg_temp,cum_rainfall,yield_kg
COTTON,6.04,116,0.615,25.7,708.1,7191.75
RICE,5.47,13,0.661,16.1,250.2,22279.7
MAIZE,6.99,28,0.566,20.9,615.2,31982.79
COTTON,1.47,67,0.535,19.8,638.2,1816.71
MAIZE,7.08,16,0.212,34.1,781.9,14172.61
SUGARCANE,1.01,138,0.824,32.2,382.3,64290.25
PULSES,7.19,57,0.531,27.1,632.1,5417.15
MAIZE,4.76,97,0.842,29.7,139.5,20981.0
MAIZE,5.79,26,0.819,15.1,399.7,35897.26
RICE,1.96,51,0.805,27.5,682.4,8452.52
SUGARCANE,5.73,47,0.476,19.4,187.9,307023.65
SUGARCANE,2.01,288,0.668,19.4,210.0,152168.06
MAIZE,3.29,106,0.514,26.2,614.1,16027.77
RICE,6.85,67,0.778,33.4,232.9,24440.21
MAIZE,4.12,24,0.758,20.7,733.5,28067.88
MAIZE,5.39,75,0.659,33.0,194.4,30279.91
RICE,2.09,108,0.651,16.3,552.8,8502.83
PULSES,4.53,23,0.816,32.6,606.0,3787.31
RICE,7.6,29,0.793,15.8,104.9,20388.82
MAIZE,5.8,83,0.619,23.2,388.3,27573.98
MAIZE,0.66,96,0.651,29.4,97.4,3124.2
RICE,7.16,19,0.751,20.8,564.4,31839.73
MAIZE,7.77,66,0.814,15.6,167.2,44860.87
PULSES,4.21,79,0.777,21.0,715.2,4361.86
PULSES,6.66,11,0.761,17.5,53.8,4193.99
SUGARCANE,5.7,53,0.8,33.1,307.9,369806.44
PULSES,8.59,28,0.694,31.7,195.7,8233.12
SUGARCANE,8.6,291,0.76,20.8,100.5,444915.07
PULSES,6.02,52,0.784,19.7,263.9,5703.41
WHEAT,3.52,125,0.782,28.9,164.3,12473.24
MAIZE,9.61,31,0.699,19.4,604.9,63020.86
MAIZE,1.78,103,0.746,23.9,631.1,11732.69
RICE,2.17,87,0.706,31.5,718.5,9258.15
PULSES,8.92,19,0.614,32.0,523.7,6623.19
SUGARCANE,4.35,312,0.657,20.2,720.5,336278.99
PULSES,7.86,56,0.828,26.8,692.9,7496.51
SUGARCANE,5.35,213,0.652,19.8,773.0,431799.94
PULSES,2.08,75,0.682,26.3,474.4,2135.84
WHEAT,7.49,133,0.112,30.2,223.8,9361.28
WHEAT,0.91,62,0.808,22.8,738.4,3325.42
RICE,9.82,51,0.844,27.7,255.1,44253.24
SUGARCANE,5.67,99,0.726,26.8,723.7,418158.81
MAIZE,4.08,38,0.721,32.4,415.1,22847.85
SUGARCANE,0.56,81,0.696,25.3,260.6,41611.84
WHEAT,3.94,40,0.5,21.6,135.0,7184.2
COTTON,2.5,51,0.499,19.9,145.9,2119.39
WHEAT,6.48,20,0.435,18.3,741.8,16616.4
COTTON,6.19,14,0.575,31.4,760.4,7217.49
SUGARCANE,9.93,256,0.816,27.0,646.0,789112.17
WHEAT,6.42,140,0.795,21.9,390.1,22803.13
WHEAT,4.09,43,0.69,32.2,428.3,12139.13
WHEAT,6.25,55,0.773,15.8,637.9,19806.59
RICE,1.39,94,0.771,31.6,722.7,6284.11
PULSES,4.6,63,0.659,25.6,222.1,4691.67
COTTON,3.83,35,0.701,30.3,732.6,6056.49
SUGARCANE,8.83,219,0.651,29.9,55.3,477009.79
SUGARCANE,0.57,345,0.811,23.2,129.9,30495.87
SUGARCANE,2.91,284,0.723,20.5,560.5,229783.16
COTTON,5.74,133,0.762,24.7,791.4,9544.54
PULSES,4.28,27,0.558,30.0,384.9,3143.02
WHEAT,1.45,140,0.718,26.0,572.8,5209.55
WHEAT,4.2,11,0.598,24.4,500.2,10309.17
MAIZE,2.61,20,0.574,33.6,350.5,10815.11
MAIZE,7.26,86,0.805,18.5,420.8,45571.52
PULSES,9.34,76,0.657,27.0,436.9,8998.49
WHEAT,6.9,102,0.65,18.1,797.6,24967.27
MAIZE,6.86,61,0.754,29.7,101.5,30394.3
MAIZE,7.4,81,0.201,34.3,257.4,15256.57
WHEAT,4.82,113,0.702,23.1,129.8,11368.63
MAIZE,3.73,24,0.63,32.5,659.9,15332.38
PULSES,4.71,58,0.804,30.1,770.9,4643.71
COTTON,9.02,17,0.702,22.7,641.5,14466.85
PULSES,2.68,50,0.721,25.7,575.6,2590.41
MAIZE,1.38,96,0.482,26.1,183.9,6500.71
WHEAT,9.0,78,0.799,33.6,192.6,27566.5
WHEAT,7.49,77,0.691,20.0,513.9,25457.84
RICE,1.64,20,0.559,27.3,623.2,5269.77
RICE,8.56,57,0.518,34.7,722.7,24141.81
COTTON,2.24,140,0.694,26.5,90.6,2664.63
COTTON,9.43,18,0.729,28.7,181.1,16300.92
PULSES,5.42,50,0.403,19.2,485.8,3834.28
SUGARCANE,8.69,105,0.697,24.4,509.8,660158.58
COTTON,4.53,117,0.489,32.1,259.7,4472.69
WHEAT,9.8,68,0.573,31.1,466.5,25981.91
WHEAT,1.89,48,0.652,23.4,150.9,6914.43
PULSES,5.41,50,0.472,26.2,475.9,3855.63
PULSES,2.05,37,0.514,27.6,387.4,1451.6
MAIZE,3.92,81,0.175,15.4,140.9,6144.78
SUGARCANE,2.39,304,0.529,34.6,263.5,111774.16
SUGARCANE,5.13,238,0.491,20.7,523.8,277077.2
WHEAT,6.59,96,0.772,23.1,730.3,22220.47
MAIZE,2.67,50,0.571,27.1,346.6,13312.87
MAIZE,7.61,76,0.22,18.7,67.3,13076.0
PULSES,2.89,20,0.729,16.9,752.6,2568.09
RICE,0.75,60,0.849,17.1,513.6,2846.54
COTTON,3.44,73,0.506,17.5,445.1,3592.82
RICE,6.8,120,0.351,24.3,703.2,11353.13
SUGARCANE,4.73,286,0.77,27.6,526.9,366540.38
SUGARCANE,6.58,283,0.719,25.8,653.5,503714.29
MAIZE,4.42,29,0.65,31.3,686.0,28716.58
COTTON,5.58,135,0.238,15.2,372.8,2950.8
WHEAT,8.07,105,0.826,23.7,237.4,29016.96
PULSES,4.2,58,0.666,27.5,437.5,4282.72
SUGARCANE,8.17,360,0.78,25.6,251.6,609462.43
RICE,2.23,47,0.741,24.1,575.4,9804.15
MAIZE,0.68,16,0.106,34.4,261.6,1335.19
COTTON,7.41,69,0.653,19.3,365.2,12575.84
COTTON,9.98,128,0.408,16.6,612.9,10396.94
MAIZE,7.87,19,0.686,32.9,237.6,43627.86
RICE,1.66,108,0.492,34.5,235.4,4738.49
WHEAT,4.88,34,0.846,24.5,561.1,16854.85
MAIZE,2.01,103,0.837,25.4,240.0,13449.76
WHEAT,3.92,23,0.452,17.3,524.7,8873.19
WHEAT,8.05,40,0.699,34.4,485.8,24545.04
PULSES,6.16,57,0.46,25.0,564.5,4363.54
PULSES,1.07,55,0.568,30.8,144.4,524.86
SUGARCANE,7.99,187,0.505,18.9,566.9,441093.85
WHEAT,2.88,20,0.738,20.9,572.8,9823.11
WHEAT,5.66,92,0.466,31.6,735.9,14568.6
RICE,5.55,67,0.703,22.3,50.5,17329.94
COTTON,7.47,14,0.487,27.4,290.5,8572.58
SUGARCANE,8.28,107,0.75,26.0,509.8,626249.69
PULSES,3.56,22,0.663,31.7,147.3,2559.22
WHEAT,1.52,59,0.764,31.7,543.4,5364.22
PULSES,6.11,16,0.771,16.4,747.7,5285.45
COTTON,9.32,30,0.778,22.2,607.6,15978.4
MAIZE,8.05,17,0.464,15.8,102.8,23865.84
WHEAT,9.63,34,0.696,22.7,194.8,34429.37
SUGARCANE,6.44,101,0.762,29.9,624.7,499676.64
PULSES,4.86,64,0.44,18.6,351.2,3442.34
WHEAT,5.57,123,0.362,26.0,797.6,7375.47
COTTON,7.76,120,0.478,19.8,459.2,9195.66
SUGARCANE,9.3,140,0.74,34.2,50.1,406252.44
MAIZE,6.16,76,0.828,15.1,788.3,35546.93
MAIZE,0.71,98,0.621,25.2,478.0,3432.41
RICE,0.86,55,0.703,32.8,237.4,3138.0
MAIZE,1.37,61,0.693,16.5,293.5,8123.59
COTTON,8.34,34,0.71,29.6,482.2,13180.94
RICE,9.26,52,0.813,23.3,700.9,42250.66
WHEAT,7.6,12,0.552,16.1,443.3,17194.02
SUGARCANE,1.92,267,0.437,28.5,798.0,112584.62
SUGARCANE,5.96,56,0.708,22.9,149.1,307833.51
SUGARCANE,7.58,290,0.667,25.0,630.4,562086.48
WHEAT,5.07,60,0.78,18.9,512.0,18266.98
WHEAT,2.8,78,0.478,33.5,117.2,4338.21
COTTON,3.97,58,0.769,15.5,278.6,6182.94
SUGARCANE,8.31,236,0.506,33.5,225.1,402888.0
WHEAT,7.7,31,0.661,34.0,745.0,23887.95
MAIZE,0.63,98,0.473,24.4,298.9,3096.58
WHEAT,2.44,76,0.775,34.8,571.3,7423.32
COTTON,6.04,144,0.684,20.7,641.9,10083.56
RICE,4.92,11,0.782,28.3,734.7,21345.4
RICE,0.68,93,0.846,25.2,582.3,3112.84
COTTON,8.73,146,0.69,34.3,470.5,12503.97
RICE,2.85,77,0.748,29.9,63.8,8939.79
MAIZE,6.44,40,0.384,20.5,96.5,10557.03
COTTON,8.96,17,0.375,19.5,306.3,5318.39
WHEAT,1.33,107,0.786,32.5,564.9,3946.46
SUGARCANE,1.95,169,0.195,25.8,205.1,52626.63
SUGARCANE,7.0,113,0.474,29.1,442.9,377701.9
WHEAT,6.73,50,0.761,34.0,138.8,13838.21
WHEAT,7.41,91,0.499,23.2,382.3,19792.44
PULSES,9.37,45,0.688,17.6,69.6,6128.06
SUGARCANE,3.04,300,0.543,19.6,69.6,114156.69
COTTON,1.77,130,0.49,32.0,418.6,2047.01
WHEAT,2.65,114,0.404,20.4,359.8,6948.42
WHEAT,7.7,26,0.841,23.8,512.8,27613.18
COTTON,8.93,119,0.658,29.7,335.3,14458.81
SUGARCANE,9.42,302,0.755,32.5,640.2,617812.1
COTTON,4.84,20,0.459,25.8,787.9,5540.4
COTTON,5.4,22,0.738,32.7,630.3,7411.36
WHEAT,4.51,23,0.617,24.3,534.6,11072.74
SUGARCANE,1.58,309,0.302,17.7,360.2,39620.45
WHEAT,4.81,61,0.422,21.5,536.4,12574.0
WHEAT,7.32,41,0.791,27.7,114.0,18410.34
PULSES,8.02,75,0.438,26.0,82.9,3909.05
MAIZE,5.87,94,0.439,17.9,626.9,24220.6
MAIZE,3.44,108,0.184,18.6,723.9,8636.13
RICE,6.41,42,0.75,25.0,655.6,28508.56
COTTON,2.76,131,0.738,27.0,54.9,3309.63
MAIZE,6.39,81,0.45,18.7,91.3,21146.24
WHEAT,8.61,86,0.668,17.2,795.3,26352.72
MAIZE,6.31,98,0.537,26.2,774.7,31043.19
MAIZE,9.35,21,0.477,33.0,665.2,39133.9
SUGARCANE,1.12,251,0.789,20.5,445.3,86452.55
PULSES,2.49,17,0.796,27.6,790.4,2461.07
PULSES,6.25,46,0.82,20.2,481.4,6263.76
WHEAT,6.34,137,0.776,24.9,184.9,22560.96
PULSES,3.26,34,0.655,27.5,138.4,2337.82
SUGARCANE,9.99,221,0.72,31.1,209.3,780046.78
PULSES,3.18,18,0.751,21.5,54.6,2244.69
MAIZE,4.26,82,0.407,18.5,297.9,20116.61
PULSES,5.05,70,0.555,24.6,520.4,3778.55
SUGARCANE,9.01,246,0.499,29.9,676.3,494435.69
PULSES,6.94,81,0.692,28.7,649.7,7137.2
MAIZE,1.13,29,0.656,34.7,519.9,6556.36
SUGARCANE,6.25,105,0.823,30.0,578.9,472322.78
RICE,3.08,21,0.698,24.0,763.0,13167.31
MAIZE,2.16,57,0.587,33.3,382.8,8394.13
COTTON,9.1,49,0.835,29.6,442.7,15428.71
WHEAT,7.81,35,0.625,28.5,149.5,14309.82
COTTON,4.18,143,0.712,15.9,686.1,6438.13
MAIZE,4.94,15,0.803,29.9,66.9,23412.76
PULSES,8.98,51,0.707,25.6,629.6,9042.33
MAIZE,1.92,45,0.842,26.2,126.8,8908.12
SUGARCANE,3.53,82,0.333,26.5,178.5,96975.66
MAIZE,5.64,16,0.744,28.5,129.4,24894.15
COTTON,4.22,124,0.475,31.3,584.7,5150.53
SUGARCANE,1.25,248,0.669,31.0,573.9,92373.66
MAIZE,7.0,100,0.513,33.9,157.8,29690.12
MAIZE,9.17,60,0.833,21.6,695.6,59461.42
COTTON,0.79,131,0.746,31.9,261.7,1283.77
SUGARCANE,1.71,62,0.793,17.1,467.1,113418.32
MAIZE,5.56,61,0.698,19.9,169.3,36631.32
RICE,3.74,114,0.503,34.6,475.4,10012.27
PULSES,2.74,19,0.571,31.7,135.7,1394.23
MAIZE,5.77,66,0.841,16.4,131.6,24745.16
COTTON,3.61,25,0.813,32.7,727.4,5131.95
RICE,7.69,94,0.756,22.8,483.4,32806.26
PULSES,8.84,48,0.833,21.1,757.5,8694.48
MAIZE,9.91,84,0.847,23.1,145.7,44841.89
MAIZE,9.06,16,0.762,34.6,132.3,34803.75
RICE,2.73,99,0.775,29.2,354.5,11934.15
WHEAT,6.79,131,0.761,31.9,320.2,23702.99
MAIZE,9.98,95,0.652,28.0,158.0,68403.18
PULSES,4.65,27,0.778,23.3,392.0,4736.51
SUGARCANE,9.34,329,0.752,26.0,387.5,708773.99
WHEAT,4.54,11,0.819,19.7,426.3,15838.31
SUGARCANE,5.98,27,0.265,29.1,134.9,116991.55
PULSES,1.26,77,0.385,30.6,398.7,434.47
SUGARCANE,1.34,251,0.559,28.4,563.1,75334.14
SUGARCANE,3.47,37,0.255,15.2,390.5,90994.71
SUGARCANE,7.47,225,0.846,20.9,175.6,586409.15
SUGARCANE,7.62,298,0.776,26.6,479.6,595911.91
MAIZE,8.18,89,0.747,17.5,107.6,34977.59
MAIZE,1.76,45,0.701,29.8,502.9,12092.41
PULSES,1.94,67,0.685,30.7,227.1,1859.3
SUGARCANE,8.69,185,0.381,26.9,666.3,251534.83
COTTON,7.82,70,0.574,18.3,483.3,9704.78
RICE,6.6,106,0.413,24.3,407.2,21069.87
SUGARCANE,2.72,359,0.514,17.9,702.7,130396.23
COTTON,4.13,90,0.298,15.8,738.3,2260.85
COTTON,6.3,79,0.703,17.0,540.8,9253.67
PULSES,7.62,85,0.525,28.6,794.9,5383.95
RICE,6.89,116,0.732,25.5,564.1,29865.86
PULSES,3.19,34,0.774,16.1,495.6,2954.27
WHEAT,9.53,41,0.429,32.1,147.4,14743.12
PULSES,5.88,33,0.567,20.1,400.2,4418.26
PULSES,4.81,45,0.566,28.4,627.6,3379.16
RICE,3.13,17,0.717,16.2,766.7,12103.11
COTTON,1.16,61,0.443,24.8,157.9,1429.4
WHEAT,6.33,37,0.307,17.1,104.7,5140.93
MAIZE,7.88,12,0.436,27.8,749.7,38446.61
MAIZE,1.94,52,0.267,25.3,754.9,4651.66
COTTON,4.34,27,0.651,34.1,663.5,6075.93
SUGARCANE,5.59,193,0.711,16.1,797.8,393084.47
MAIZE,5.58,53,0.742,30.3,535.8,35637.05
RICE,9.69,94,0.789,32.9,523.0,35730.55
RICE,8.91,66,0.434,18.9,589.8,28777.01
COTTON,4.19,148,0.52,34.3,658.8,4473.2
RICE,0.85,17,0.794,23.1,208.8,3797.54
SUGARCANE,4.85,357,0.529,29.8,224.7,259976.43
PULSES,1.85,12,0.834,15.9,576.0,1587.45
WHEAT,6.51,88,0.423,27.2,676.5,15938.91
RICE,1.58,86,0.453,31.1,369.7,5213.51
PULSES,6.94,51,0.787,25.9,291.2,7189.87
WHEAT,7.76,54,0.674,17.8,361.4,25066.25
SUGARCANE,2.07,134,0.112,17.0,685.5,52750.54
WHEAT,0.65,134,0.651,33.5,580.1,1963.03
MAIZE,4.45,108,0.675,17.9,253.2,26301.94
WHEAT,9.41,19,0.793,27.2,116.0,23943.23
MAIZE,3.8,10,0.688,34.7,782.6,21571.52
SUGARCANE,5.32,247,0.558,20.5,195.3,306756.69
PULSES,8.52,70,0.682,33.5,90.5,4950.55
WHEAT,4.63,95,0.614,24.1,128.3,7925.64
SUGARCANE,2.17,24,0.673,32.9,591.1,143343.18
MAIZE,4.48,105,0.478,30.6,294.6,20639.68
PULSES,4.42,35,0.694,24.4,413.3,4546.67
WHEAT,2.55,126,0.725,24.2,195.6,8849.07
MAIZE,2.42,26,0.764,20.6,133.3,11141.87
COTTON,2.13,97,0.709,18.1,645.9,3673.62
WHEAT,5.99,68,0.821,24.8,796.7,21277.9
COTTON,3.15,119,0.459,21.5,484.6,3928.11
SUGARCANE,9.49,303,0.5,15.9,793.5,489463.08
SUGARCANE,0.82,281,0.812,28.9,123.5,44177.16
RICE,5.81,11,0.498,19.4,318.8,18106.86
RICE,0.65,95,0.791,32.2,610.5,2315.38
COTTON,4.91,45,0.497,30.8,327.8,5870.96
PULSES,0.51,90,0.829,21.7,74.5,350.81
MAIZE,7.13,88,0.809,30.8,110.7,34195.13
PULSES,9.36,75,0.296,32.8,133.2,1977.96
SUGARCANE,0.89,197,0.762,16.3,582.0,59855.76
MAIZE,2.77,24,0.577,30.0,703.3,13565.7
PULSES,7.73,51,0.703,28.6,257.9,7318.56
MAIZE,4.8,74,0.675,29.2,558.7,31784.09
MAIZE,4.79,57,0.627,31.2,755.7,21993.29
COTTON,1.33,110,0.469,34.1,132.0,928.34
PULSES,1.91,29,0.525,27.5,269.9,1439.78
SUGARCANE,9.35,252,0.739,27.9,268.6,688484.55
WHEAT,8.43,95,0.719,27.9,294.7,29950.62
PULSES,5.54,80,0.711,17.6,642.0,4774.1
MAIZE,2.65,57,0.323,15.9,314.8,5698.77
WHEAT,6.38,51,0.468,34.5,679.5,14150.62
PULSES,8.05,30,0.658,21.3,144.9,5444.99
WHEAT,2.45,18,0.635,18.0,386.3,6570.21
SUGARCANE,3.36,22,0.75,17.9,393.5,228661.81
RICE,9.72,79,0.196,29.1,405.4,15225.14
SUGARCANE,6.84,299,0.621,21.8,134.2,267564.43
RICE,1.82,80,0.655,27.4,215.3,7893.8
MAIZE,1.02,92,0.755,30.6,625.3,6527.16
RICE,5.61,67,0.63,34.5,345.8,15244.65
SUGARCANE,6.25,38,0.205,18.0,690.4,172718.52
MAIZE,0.62,54,0.846,32.5,115.7,2490.22
COTTON,7.54,116,0.469,31.1,777.8,8979.08
COTTON,1.83,32,0.711,34.8,444.0,2524.33
SUGARCANE,7.68,55,0.778,20.5,181.2,589119.93
SUGARCANE,7.67,80,0.816,20.8,417.9,609654.2
MAIZE,8.43,48,0.798,19.5,643.4,53713.06
MAIZE,9.58,91,0.781,32.9,362.9,53700.19
PULSES,6.63,13,0.705,34.9,100.0,4001.3
SUGARCANE,5.06,233,0.551,24.5,570.7,272580.52
SUGARCANE,7.46,18,0.439,16.2,289.8,390208.12
WHEAT,3.9,23,0.734,33.2,317.0,11423.59
SUGARCANE,6.57,49,0.803,18.7,120.9,363069.16
SUGARCANE,3.56,171,0.564,21.0,564.1,203114.88
RICE,5.58,55,0.403,25.4,329.8,17829.04
MAIZE,9.25,30,0.681,19.4,191.3,63474.03
SUGARCANE,7.05,279,0.571,29.0,651.9,391536.83
RICE,1.61,26,0.239,21.2,321.9,2657.67
SUGARCANE,5.47,185,0.711,29.9,138.9,283886.28
PULSES,1.85,39,0.692,34.6,368.6,1597.72
RICE,1.24,109,0.736,18.9,74.6,3880.23
SUGARCANE,1.06,70,0.113,21.0,57.7,19937.7
RICE,9.24,36,0.69,28.4,71.9,27450.48
PULSES,9.45,84,0.682,25.0,596.4,9113.96
SUGARCANE,1.15,306,0.527,29.3,773.2,62286.22
SUGARCANE,0.54,60,0.367,32.0,406.0,15419.58
WHEAT,4.68,37,0.721,22.6,210.7,16024.78
RICE,7.73,50,0.672,17.7,621.7,31237.5
SUGARCANE,7.36,52,0.673,20.7,500.3,556066.06
COTTON,2.65,114,0.821,18.8,102.2,3165.14
COTTON,9.42,104,0.85,24.8,128.9,10812.71
PULSES,6.93,25,0.73,26.8,126.3,5006.74
WHEAT,1.11,60,0.769,34.8,142.1,2403.39
PULSES,5.24,84,0.801,31.0,757.4,5112.95
PULSES,6.23,61,0.248,17.9,391.0,1942.26
COTTON,5.22,44,0.798,31.6,423.6,8205.39
WHEAT,4.14,93,0.774,16.9,107.4,9411.86
COTTON,8.03,61,0.75,25.1,456.8,13659.55
SUGARCANE,5.69,26,0.355,17.4,387.6,148447.79
COTTON,4.87,18,0.782,30.6,713.5,7765.62
COTTON,1.78,109,0.672,28.5,545.1,2991.44
SUGARCANE,4.96,297,0.522,22.8,421.0,290838.91
SUGARCANE,6.93,155,0.656,15.9,677.7,472991.32
PULSES,6.05,90,0.669,21.9,318.0,5900.42
PULSES,2.82,40,0.542,33.2,99.1,1184.52
MAIZE,2.11,78,0.742,32.3,476.0,12312.25
MAIZE,0.69,70,0.847,22.6,342.7,4587.03
COTTON,1.45,62,0.751,30.3,304.7,2419.97
MAIZE,9.71,35,0.819,30.7,680.3,64315.65
MAIZE,3.02,48,0.217,19.5,607.2,6952.25
SUGARCANE,1.4,182,0.763,25.6,370.3,106154.07
RICE,6.69,48,0.71,28.3,285.0,29183.78
MAIZE,6.44,68,0.531,32.6,520.9,26317.83
WHEAT,5.98,64,0.598,33.8,251.0,13191.96
SUGARCANE,8.6,232,0.311,16.2,200.5,215907.01
WHEAT,1.93,86,0.498,32.2,733.4,4255.93
COTTON,3.04,83,0.462,27.0,354.4,3507.03
WHEAT,0.76,89,0.762,23.7,535.2,2551.34
WHEAT,3.09,17,0.811,28.2,182.0,11260.23
PULSES,5.12,12,0.829,21.3,273.5,4847.59
COTTON,9.02,33,0.818,31.9,227.0,14988.63
SUGARCANE,9.36,277,0.539,30.5,443.9,523973.98
RICE,2.76,25,0.475,31.6,602.9,9102.12
PULSES,2.74,64,0.671,19.3,255.9,2687.75
SUGARCANE,1.03,283,0.84,21.3,367.8,80759.3
MAIZE,8.85,28,0.793,31.4,65.8,42795.63
SUGARCANE,0.83,349,0.413,33.3,553.7,38532.08
COTTON,3.44,102,0.299,25.7,227.3,2052.11
RICE,9.14,60,0.366,21.0,752.2,14999.35
MAIZE,2.5,30,0.283,32.6,625.1,5052.21
RICE,3.1,20,0.626,24.4,359.7,10258.43
PULSES,4.51,22,0.568,25.1,313.9,3280.36
SUGARCANE,7.51,242,0.583,27.8,187.8,418179.84
PULSES,1.79,61,0.711,26.5,133.1,1209.41
PULSES,9.71,26,0.565,30.9,289.5,6976.07
PULSES,1.77,32,0.598,31.0,199.0,1263.5
WHEAT,4.24,106,0.356,19.5,761.1,5656.83
PULSES,6.31,39,0.382,19.0,575.9,2196.35
COTTON,6.37,76,0.842,18.4,475.4,9999.81
SUGARCANE,4.63,242,0.519,19.5,202.4,270845.24
MAIZE,3.24,73,0.736,19.1,211.7,22077.03
PULSES,6.93,63,0.808,15.6,782.1,6011.3
COTTON,9.12,104,0.779,16.7,401.7,14046.25
PULSES,4.28,37,0.57,29.7,242.2,2956.88
RICE,1.0,40,0.721,27.1,553.1,4532.99
PULSES,7.61,15,0.751,22.6,783.1,7662.93
WHEAT,9.7,20,0.702,25.1,747.7,35434.29
WHEAT,1.35,120,0.673,15.9,145.9,3105.03
MAIZE,7.6,65,0.825,27.3,621.2,48975.01
MAIZE,4.64,31,0.849,30.3,163.4,31705.13
PULSES,6.55,66,0.68,19.6,76.9,4430.31
PULSES,4.94,24,0.369,15.8,317.4,1634.02
COTTON,4.85,38,0.608,17.5,120.2,3801.59
WHEAT,8.43,140,0.535,28.3,209.3,22655.53
RICE,5.5,83,0.834,19.9,423.6,23218.22
MAIZE,0.75,97,0.135,22.5,746.9,1729.09
MAIZE,1.96,20,0.792,24.6,521.3,12637.59
PULSES,0.56,15,0.628,21.5,598.7,412.65
SUGARCANE,1.73,34,0.468,31.0,607.8,97336.85
SUGARCANE,4.12,214,0.698,30.4,349.2,302028.72
WHEAT,2.05,113,0.801,28.1,140.5,5046.58
COTTON,7.49,89,0.275,22.2,122.1,3104.1
WHEAT,5.15,109,0.763,23.5,617.4,18691.77
SUGARCANE,2.27,332,0.658,21.8,397.6,169969.82
PULSES,7.28,73,0.779,16.7,401.2,6213.52
COTTON,3.35,42,0.472,20.0,370.8,4047.55
SUGARCANE,1.23,33,0.752,23.3,398.5,96796.56
MAIZE,3.88,84,0.751,17.3,546.2,22308.66
WHEAT,8.51,21,0.825,21.0,490.4,29820.4
PULSES,4.77,43,0.834,31.2,208.3,4523.12
SUGARCANE,2.96,354,0.757,15.1,137.5,138876.06
COTTON,4.87,113,0.632,27.0,415.0,5913.25
SUGARCANE,3.93,354,0.296,31.1,115.7,74217.36
WHEAT,1.56,14,0.445,15.5,410.8,3466.7
WHEAT,4.64,58,0.804,18.0,366.4,15706.37
WHEAT,7.52,123,0.237,32.2,488.9,7937.4
SUGARCANE,8.38,210,0.652,27.6,584.8,676199.37
COTTON,7.5,84,0.73,25.3,593.5,12913.66
COTTON,2.7,25,0.734,21.3,97.6,3241.02
COTTON,8.95,39,0.838,21.9,573.1,14059.85
MAIZE,7.4,70,0.696,19.4,731.8,48054.42
SUGARCANE,8.61,346,0.827,29.5,342.8,657458.14
PULSES,6.7,56,0.592,31.9,516.4,4719.06
PULSES,1.32,71,0.69,27.1,125.7,907.07
COTTON,3.38,63,0.85,22.2,245.6,5675.67
WHEAT,8.37,138,0.663,23.6,513.2,28344.86
WHEAT,5.12,97,0.585,30.4,467.8,13626.66
PULSES,8.8,87,0.57,33.5,378.4,5362.51
RICE,9.76,110,0.588,33.9,667.7,25331.26
RICE,2.09,25,0.619,18.1,269.1,6648.89
SUGARCANE,5.23,60,0.723,31.4,142.2,273493.38
COTTON,7.81,11,0.812,21.8,428.8,12352.01
MAIZE,7.29,63,0.783,18.0,615.1,47737.37
WHEAT,1.81,119,0.732,24.2,689.3,6558.9
MAIZE,9.47,66,0.652,31.1,757.7,59906.78
MAIZE,4.32,108,0.662,30.2,545.1,28915.35
SUGARCANE,1.05,333,0.332,32.5,779.5,24788.34
PULSES,7.16,48,0.475,21.9,670.3,5361.52
SUGARCANE,9.24,216,0.691,25.9,641.3,722297.13
PULSES,3.78,61,0.611,16.7,453.1,2422.49
PULSES,7.53,26,0.758,19.3,433.8,7314.74
MAIZE,7.69,30,0.828,25.8,244.0,52440.19
MAIZE,7.4,74,0.662,22.5,520.2,48129.25
RICE,7.69,25,0.764,15.1,304.2,29648.75
PULSES,9.9,82,0.625,28.3,683.4,6938.28
MAIZE,3.2,110,0.537,17.8,333.2,14152.34
RICE,3.61,84,0.806,24.1,159.9,15765.97
COTTON,1.28,25,0.676,19.3,108.6,1504.54
COTTON,6.09,142,0.609,26.7,527.3,7670.85
PULSES,9.34,72,0.5,18.3,429.3,6714.55
COTTON,1.73,141,0.428,19.3,405.0,2127.17
SUGARCANE,4.01,70,0.498,17.4,478.8,192812.92
WHEAT,1.62,88,0.188,24.7,643.4,1999.39
SUGARCANE,4.51,166,0.452,31.4,416.6,243021.51
MAIZE,1.14,15,0.765,26.3,725.2,7735.69
COTTON,8.43,43,0.521,24.2,387.4,10064.48
PULSES,3.59,89,0.498,19.7,346.5,2595.4
PULSES,8.96,45,0.608,29.1,479.0,6642.26
PULSES,3.43,25,0.42,34.1,456.4,2153.24
SUGARCANE,5.46,253,0.654,28.2,448.9,439859.24
MAIZE,7.97,41,0.601,26.6,113.5,26869.03
MAIZE,4.32,15,0.837,21.8,185.4,27154.99
SUGARCANE,3.52,141,0.846,25.8,264.0,262439.06
RICE,1.97,62,0.414,34.2,186.1,5472.7
MAIZE,4.2,50,0.829,20.2,756.2,28827.42
RICE,2.42,106,0.697,25.2,428.3,11126.48
MAIZE,1.08,69,0.663,15.6,525.2,6680.62
RICE,3.06,85,0.459,26.1,638.9,9600.68
COTTON,4.74,138,0.844,22.5,789.0,8041.57
SUGARCANE,9.55,294,0.65,24.3,672.0,719852.46
WHEAT,0.51,133,0.7,28.6,799.4,1856.67
WHEAT,6.06,140,0.682,25.7,102.5,14319.21
